time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/15/2022 20:17:08,3,16,15,挿入ソートが良いアルゴリズムかは置いておいてこの解き方においては挿入ソートを使っていることがコアだから。,5,挿入ソートは要は一つずつ要素がどこに入れるのが適切なところか探すアルゴリズムなので比較探索箇所が重要だと考えた。,8,ホントにしいて言えばだが、最後にそこのインデックスの値を確定させるところなので。,,とても理解できた。,
12/15/2022 20:23:38,3,17,33,この問題のコアはダイクストラ法を使えば解くことが出来る、ということなので。,19,優先度つきQueも使っていないので大分苦しい実装だがしいて言えばここの比較後の遷移は大事かもしれない。,14,このダイクストラだと終了条件がないと止まらないため、ここの式は実は大事かもしれない。,,とても理解できた。,
12/15/2022 20:29:01,3,18,26,このとき方のコアはシェルソートをソートアルゴリズムとして採用していることなので。,5,シェルソートはソート間隔を変える、挿入ソートの改良版だが、ここのソート間隔の取り方が一番重要なので。,18,シェルソートは間隔を変えながら行うのが重要なアルゴリズムであるから。,,とても理解できた。,
12/15/2022 20:35:18,3,19,31,この問題のコアはラビン-カープ法、を使えば文字列の照合そのものがO(1)かつ前計算も（この問題では前計算そのものをループ憎んでいるが）線形に出来ることなので。,14,15行目と合わせて、ラビン-カープ、というかローリングハッシュにも共通でハッシュ値をMODで求めて照合に使えることが重要だから。,21,本来文字列の長さ分だけ計算が必要なハッシュ値計算をこのDPを使うことで計算量を圧縮できているから。,15,とても理解できた。,
12/15/2022 20:38:26,3,20,25,このとき方のコアはソートアルゴリズムとしてシェーカーソートを使って解いていることだから。,7,13行目と合わせて、ほとんどバブルソートと変わらない実装でも多少効率が良くなるのはここの探索順序を変更しているおかげだから。,13,7行目と合わせて、ほとんどバブルソートと変わらない実装でも多少効率が良くなるのはここの探索順序を変更しているおかげだから。,,とても理解できた。,
12/15/2022 20:43:48,3,21,22,ループ部分と迷ったが、この問題で重要なのは逆ポーランド記法は左端からstackに突っ込んでいって計算すればそのまま計算することが出来る、ということなので。,25,ここのループで左端からstackに突っ込んで行く過程を実装しているので。,6,stackというデータ構造の何が重要かと言われると難しいが、単純なリストと先頭のインデックスを管理するだけで実装が出来るというのは重要かもしれない。,,とても理解できた。,
12/15/2022 20:46:26,3,22,6,この問題のコアは最大公約数を使えば計算できることに気付くことなので。,2,最大公約数の求値アルゴリズムそのものがここで式として記述されてるから。,5,他に選ぶところがないので、まあ入力をとることもプログラミングには大事なことかもしれない。,,とても理解できた。,
12/16/2022 8:28:50,3,23,18,この問題のコアは複数の数の素数判定はエラトステネスの篩で前計算すれば高速に処理できることだから。,21,この問題でもう一つの大事なアルゴリズムとして、累積和による区間和高速計算が挙げられるが、それを実現してるのはここのDP遷移式だから。,13,エラトステネスの篩で一番重要なのはこの特殊な全探索の更新処理だと考えるから。,,とても理解できた。,
12/16/2022 8:43:03,3,24,22,トポロジカルソートはこの入次数が0になったノードからQueに突っ込んでくことで実現できるのが重要で、その実装をしているのがこことここの内部だから。,18,Queを用いた全探索及びDPには大体言えるが、探索順序の決定をQueに依存できるのは重要である。,7,しいて言えば最初に入次数とグラフを構築するのは大事かもしれない。,,とても理解できた。,
12/16/2022 8:47:18,3,25,26,この問題のコアは幅優先探索を使えば解ける、ということなので。,14,幅優先探索で重要なのはここの配るDP遷移式で状態をまとめて探索できることだから。,10,Queを用いるDPや全探索すべてに言えることだが、探索順序をQueを用いれば効率的に決定できるのは重要である。,,とても理解できた。,
12/17/2022 23:11:40,3,26,25,ワーシャルフロイド法で解けることに気付くことがこの問題のコアだから。,2,ワーシャルフロイド法の肝は中継点から回してノード集合を増やしていくDPの探索順序だと考えているから。,5,ワーシャルフロイド法に使っているDPの遷移式そのものはここだから。,,とても理解できた。,
12/17/2022 23:15:45,3,27,2,ハッシュテーブルを使って探索を効率化しているのがこの問題のコアであり、ハッシュテーブルを作っているのはここだから。,8,15行目と合わせてハッシュ値の生成を行っているのはここだから。,15,8行目と合わせてハッシュ値の生成を行っているのはここだから。,,とても理解できた。,
12/17/2022 23:24:28,3,28,39,このとき方においてはspfaで解けることに気付いていることが肝だから。,15,queueに更新されたノードを積んでいき更新できる限り更新するのがSPFAで重要だと思うから。,20,SPFAをDPとして見たときに、更新式はここで行われているから。,,とても理解できた。,
12/17/2022 23:28:48,3,29,13,このナップサック問題の肝はDPで解けることに気付くことで、その遷移式がここだから。,7,10001をハードコーディングしちゃっているが、普通のナップサックと違い、価値を横軸に取ったほうが計算量が少なくなることが重要だから。,16,求めたいのは価値なので、軸の方で適切なものを探索しているのはこの問題において重要かもしれない。,,とても理解できた。,
12/17/2022 23:32:32,3,30,28,この問題のコアはダイクストラ法で解けることに気付くことだから。,8,ダイクストラ法で重要なのはコストが小さいものから探索すれば効率よく探索できることだが、優先度つきQueを使うことでこれを少ない計算量で実装できているから。,15,ダイクストラ法にとってのコアではないが、最短経路探索法としてDPを使っていることは重要で、個々がその遷移式だから。,,とても理解できた。,
